time_start,time_end,model,launch_place,target,carrier,launched,destroyed,source
2022-11-01 01:30,2022-11-02 03:00,Shahed-136/131,,north-east,,6,6,kpszsu/posts/pfbid02Wm6DzLJGCG5rSRJ7MKGNZg2p6bvk2dJu7frZVtVdtPKT1SYg2H6zcqaEUWe2E1Gkl
2022-11-01 12:00,2022-11-01 12:00,Unknown UAV,,Donetsk oblast,,1,1,kpszsu/posts/pfbid02QoLAbTAh8vsMRhyRgMWXJijiwcK2Rf7efCrwtoU8kar2uiAPzGVDywuhpXotuh1Ll
2022-11-01 23:00,2022-11-02 01:00,Shahed-136/131,,east,,13,12,kpszsu/posts/pfbid0283Mw4wfcVDMWsUBohsEc1mP3dKQPKAYa6NCs8Z7EzR3MD1aD6ADtu9WerPTwEDbGl
2022-11-03 22:00,2022-11-04 01:00,Shahed-136/131,,east,,9,9,kpszsu/posts/pfbid0xouRBGCch7kyn4J775vuBzhJPzGbhTxATn2YvNM3vEDLA47TbCJtvJswkbDEDRoYl
2022-11-04 16:00,2022-11-04 16:00,Kalibr,,south,,2,2,kpszsu/posts/pfbid02yZohbWhrTwfjRSE73MQrhdbt8EctQ1JUZrDxo8yJb9ShbD8HxCwjWCT5Qwnf9D8al
2022-11-04,2022-11-04,Unknown UAV,,,,3,3,kpszsu/posts/pfbid02yZohbWhrTwfjRSE73MQrhdbt8EctQ1JUZrDxo8yJb9ShbD8HxCwjWCT5Qwnf9D8al
2022-11-04,2022-11-04,Shahed-136/131,,,,11,11,kpszsu/posts/pfbid02yZohbWhrTwfjRSE73MQrhdbt8EctQ1JUZrDxo8yJb9ShbD8HxCwjWCT5Qwnf9D8al
2022-11-09,2022-11-09,Shahed-136/131,Zaporizhzhia oblast,,,5,5,kpszsu/posts/pfbid02qZmk4NqTpbjF8N2j6Kj6iX5dextMG6KTyUChyWKDcFHJ5oz7qPSUJsrfaiFDWfqul
2022-11-09,2022-11-09,Orlan-10,,,,1,1,kpszsu/posts/pfbid02qZmk4NqTpbjF8N2j6Kj6iX5dextMG6KTyUChyWKDcFHJ5oz7qPSUJsrfaiFDWfqul
2022-11-14 10:00,2022-11-14 11:00,Unknown UAV,,south,,2,2,kpszsu/posts/pfbid0i3v3KWwzHpPZKaShVxi6tFuvhrquVUF3XSttrSh2jJ3NHxRihwhKwiCJjHMe9cWZl
2022-11-15,2022-11-15,X-101/X-555 and Kalibr,Caspian Sea and Volgodonsk and Black Sea,Ukraine,14 x Tu-95MS and Navi,96,75,kpszsu/posts/pfbid05BoLmgkLfpYSvAjw5ahfyvBAZrMK3c6vbLaHSvUoeGndpy8tzJe7dCWUa88YGwD2l
2022-11-15,2022-11-15,X-59,,Ukraine,,2,2,kpszsu/posts/pfbid05BoLmgkLfpYSvAjw5ahfyvBAZrMK3c6vbLaHSvUoeGndpy8tzJe7dCWUa88YGwD2l
2022-11-15,2022-11-15,Shahed-136/131,,Ukraine,,10,10,kpszsu/posts/pfbid0K2bwmVod7ngEjzbcM9hPADXD5qVqJHhysmyihew9XNJzJZVvwpQ4f8dLJkuWVTrAl
2022-11-15,2022-11-15,Orlan-10,,Ukraine,,1,1,kpszsu/posts/pfbid0K2bwmVod7ngEjzbcM9hPADXD5qVqJHhysmyihew9XNJzJZVvwpQ4f8dLJkuWVTrAl
2022-11-15,2022-11-15,Orion,,Ukraine,,1,1,kpszsu/posts/pfbid0K2bwmVod7ngEjzbcM9hPADXD5qVqJHhysmyihew9XNJzJZVvwpQ4f8dLJkuWVTrAl
2022-11-17,2022-11-17,X-101/X-555,Volgodonsk,Ukraine,9 x Tu-95MS,18,4,kpszsu/posts/pfbid0NsigqYjBmu1QbSWfFahzmFLNBseZECyfKNDJFcegvakkun1jCsjJhFisCfLWnpKVl
2022-11-17,2022-11-17,X-59,,south,,2,2,kpszsu/posts/pfbid0NsigqYjBmu1QbSWfFahzmFLNBseZECyfKNDJFcegvakkun1jCsjJhFisCfLWnpKVl
2022-11-17,2022-11-17,Shahed-136/131,Belarus,center,,5,5,kpszsu/posts/pfbid0K2bwmVod7ngEjzbcM9hPADXD5qVqJHhysmyihew9XNJzJZVvwpQ4f8dLJkuWVTrAl
2022-11-23,2022-11-23,Lancet,,south,,5,5,kpszsu/posts/pfbid0j2bUzhf27gnFdvp1gfoiSP8jAYacevDjmHNT3K7HWNmGE2iW1k8XoowKCSXQvUBZl
2022-11-23,2022-11-23,X-101/X-555 and Kalibr,Caspian Sea and Volgodonsk and Black Sea,Ukraine,10 x Tu-95MS and Navi,70,51,kpszsu/posts/pfbid0j2bUzhf27gnFdvp1gfoiSP8jAYacevDjmHNT3K7HWNmGE2iW1k8XoowKCSXQvUBZl
2022-12-05,2022-12-05,X-101/X-555,Caspian Sea and Volgodonsk,Ukraine,8 x Tu-95MS,38,38,kpszsu/posts/pfbid02WAuaJRnbwHukdqtvidXWFZyPvisky16EmBdGqaY33muC2tPSsbHfPzo8iPzPbh2hl
2022-12-05,2022-12-05,Kalibr,Black Sea,Ukraine,Navi,22,22,kpszsu/posts/pfbid02WAuaJRnbwHukdqtvidXWFZyPvisky16EmBdGqaY33muC2tPSsbHfPzo8iPzPbh2hl
2022-12-05,2022-12-05,X-22,Black Sea,Ukraine,Tu-22M3,3,0,kpszsu/posts/pfbid02WAuaJRnbwHukdqtvidXWFZyPvisky16EmBdGqaY33muC2tPSsbHfPzo8iPzPbh2hl
2022-12-05,2022-12-05,X-59,Black Sea,Ukraine,Su-35,6,0,kpszsu/posts/pfbid02WAuaJRnbwHukdqtvidXWFZyPvisky16EmBdGqaY33muC2tPSsbHfPzo8iPzPbh2hl
2022-12-05,2022-12-05,X-31P,Black Sea,Ukraine,Su-35,1,0,kpszsu/posts/pfbid02WAuaJRnbwHukdqtvidXWFZyPvisky16EmBdGqaY33muC2tPSsbHfPzo8iPzPbh2hl
2022-12-07,2022-12-07,Unknown UAV,south-east,,,2,2,kpszsu/posts/pfbid0K2bwmVod7ngEjzbcM9hPADXD5qVqJHhysmyihew9XNJzJZVvwpQ4f8dLJkuWVTrAl
2022-12-07,2022-12-07,Orlan-10,south-east,,,1,1,kpszsu/posts/pfbid0K2bwmVod7ngEjzbcM9hPADXD5qVqJHhysmyihew9XNJzJZVvwpQ4f8dLJkuWVTrAl
2022-12-07,2022-12-07,Shahed-136/131,south-east,,,11,11,kpszsu/posts/pfbid0K2bwmVod7ngEjzbcM9hPADXD5qVqJHhysmyihew9XNJzJZVvwpQ4f8dLJkuWVTrAl
2022-12-10,2022-12-10 06:00,Shahed-136/131,eastern coast of the Sea of Azov,Kherson oblast and Mykolaiv oblast and Odesa oblast,,15,10,kpszsu/posts/pfbid0H4NK3oS4XPeXWfcmKzJBhhD64gbpVJEwi9jVeGeP7usUjh9YXScWfZzK7Hia4fHWl
2022-12-14,2022-12-14 09:15,Shahed-136/131,eastern coast of the Sea of Azov,Ukraine,,13,13,kpszsu/posts/pfbid037YJuU766b8ZFGBktzsj4G6wgtuYwAm2yw15Gbfgs3rC5PcK5fmhbnppU9wmRQtTdl
2022-12-16,2022-12-16,X-101/X-555 and X-22 and Kalibr,Caspian Sea and Saratov and Black Sea and Sea of Azov,Ukraine,Tu-95MS and Admiral Makarov and Tu-22M3,72,60,kpszsu/posts/pfbid0iN3SZTKGt5vvrcygMaNSjbrRC7NJkBZjDgTYdUteEk1WTtzYWSmDasinXwLgLJ1Rl
2022-12-16,2022-12-16,X-59 and X-31P,,Ukraine,Su-35,4,0,kpszsu/posts/pfbid0iN3SZTKGt5vvrcygMaNSjbrRC7NJkBZjDgTYdUteEk1WTtzYWSmDasinXwLgLJ1Rl
2022-12-16,2022-12-16,C-300,,,,27,0,kpszsu/posts/pfbid0iN3SZTKGt5vvrcygMaNSjbrRC7NJkBZjDgTYdUteEk1WTtzYWSmDasinXwLgLJ1Rl
2022-12-19,2022-12-19 07:00,Shahed-136/131,eastern coast of the Sea of Azov,Ukraine,,35,30,kpszsu/posts/pfbid0a55gguTpLr1WiQnmgJ6uSU179G47AcdGrTFyAy5wvCbcUruFE83otiegTFrdDxDnl
2022-12-20 13:00,2022-12-20 14:00,Orion,,Kherson oblast,,1,1,PvKPivden/videos/877352513463110
2022-12-20 13:00,2022-12-20 14:00,Unknown UAV,,Mykolaiv oblast,,1,1,PvKPivden/videos/877352513463110
2022-12-22,2022-12-22,X-59MK2,Black Sea,Mykolaiv oblast,Su-35,1,1,kpszsu/posts/pfbid02MHKreQ3VGHKwg7JTntPBaVL74oFEBgHUsJyMfRpeoUedwAFtJBsNDTJK7EF1eUYyl
2022-12-29 07:00,2022-12-29,Orlan-10,,Kyiv oblast,,1,1,kpszsu/posts/pfbid0S4cPcxaKz4wykVGh6CeuPaHYCBExNNipnLw2j8qvqDri9iMaegQUEL9SpB1ZtW76l
2022-12-29 07:00,2022-12-29,Orlan-10,east,Ukraine,,3,3,kpszsu/posts/pfbid0S4cPcxaKz4wykVGh6CeuPaHYCBExNNipnLw2j8qvqDri9iMaegQUEL9SpB1ZtW76l
2022-12-29 07:00,2022-12-29,X-101/X-555 and Kalibr,Caspian Sea and Volgodonsk and Black Sea,Ukraine,Tu-95MS and Navi,62,58,kpszsu/posts/pfbid0S4cPcxaKz4wykVGh6CeuPaHYCBExNNipnLw2j8qvqDri9iMaegQUEL9SpB1ZtW76l
2022-12-29 07:00,2022-12-29,X-31P,,Ukraine,Su-35,2,0,kpszsu/posts/pfbid0S4cPcxaKz4wykVGh6CeuPaHYCBExNNipnLw2j8qvqDri9iMaegQUEL9SpB1ZtW76l
2022-12-29 07:00,2022-12-29,X-22 and X-32,,Ukraine,Tu-22M3,6,0,kpszsu/posts/pfbid0S4cPcxaKz4wykVGh6CeuPaHYCBExNNipnLw2j8qvqDri9iMaegQUEL9SpB1ZtW76l
2022-12-30 08:00,2022-12-30 08:00,Shahed-136/131,north and south-east,Ukraine,,16,16,kpszsu/posts/pfbid02zA6Y4D8gcc9rNxXTAogJd5Lek6Yg8kQkHSeCcqCND8UB2B9cY3tdxxJpaSLmFUN2l
2022-12-31 13:00,2022-12-31 16:00,Orlan-10,,Kyiv oblast,,1,1,kpszsu/posts/pfbid02BJwxSbgrwKzGEsK6jyhJbph7RRXXUgW9XvPGpcVjQBwsMwHaGqqCf3NMRGShXQdJl
2022-12-31 13:00,2022-12-31 16:00,Unknown Missile,Caspian Sea,Ukraine,Tu-95MS and Iskander-M,20,12,kpszsu/posts/pfbid02BJwxSbgrwKzGEsK6jyhJbph7RRXXUgW9XvPGpcVjQBwsMwHaGqqCf3NMRGShXQdJl
2023-01-01 07:00,2023-01-01 07:00,Shahed-136/131,,Ukraine,,45,45,kpszsu/posts/pfbid02xyQJqVmLq3iBHmbKshd6AFpQdwZ6z3AjfUMHU4iDUhWY3FQ3vfDzXYDBqnemvp3dl
2023-01-02 07:00,2023-01-02 07:00,Shahed-136/131,,Ukraine,,39,39,kpszsu/posts/pfbid037Pa7yRRveDj81HSM2g7AFiPjsYJiy4Y3tjw3PYrCj1brZKZ1gKpPRbdo9GGXYTAWl
2023-01-02,2023-01-02,X-59,,,,1,1,kpszsu/posts/pfbid037Pa7yRRveDj81HSM2g7AFiPjsYJiy4Y3tjw3PYrCj1brZKZ1gKpPRbdo9GGXYTAWl
2023-01-02,2023-01-02,Orlan-10,,,,1,1,kpszsu/posts/pfbid037Pa7yRRveDj81HSM2g7AFiPjsYJiy4Y3tjw3PYrCj1brZKZ1gKpPRbdo9GGXYTAWl
2023-01-11 11:00,2023-01-11 14:00,Orlan-10,,south,,1,1,kpszsu/posts/pfbid02J6yhbpmiVnKLio6c9fqzHhZL3Vp2XG9RjM3AqSv9TfyNsy14TXvnkDqtyQU8bpQMl
2023-01-11 11:00,2023-01-11 14:00,Orlan-10,,south,,1,1,kpszsu/posts/pfbid02SNdSswZstsXrjNz9ScYtcjzXhshXUBzaxNWKpmDjSkjrZ7ZV7RshzjWQ2TM1fxPwl
2023-01-11 12:00,2023-01-11 12:00,Unknown UAV,,Odesa oblast,,1,1,PvKPivden/posts/pfbid02fnRXDLnmk77Qzbxz1PPKizhBw8KHqE6uVdp4RBzqPC64gzKhno4gdMKdp6Y9G3sSl
2023-01-12 09:00,2023-01-12 09:00,Orlan-10,,south,,1,1,kpszsu/posts/pfbid036sYAqDbhfDVz62XCzxM3yX5rADhTH5DfffTQeQyQRsPs8cEw5u4Fxz8S7ysjxFA8l
2023-01-14,2023-01-14,X-101/X-555,Caspian Sea,Ukraine,8 x TU-95MS,16,14,kpszsu/posts/pfbid033cViddnvVWtdJhK3rCTpRvdpGA6fADifW1s2NucPhySJeQ33jWg7aiv942zb2eUJl
2023-01-14,2023-01-14,Kalibr,Black Sea,Ukraine,Navi,7,4,kpszsu/posts/pfbid033cViddnvVWtdJhK3rCTpRvdpGA6fADifW1s2NucPhySJeQ33jWg7aiv942zb2eUJl
2023-01-14,2023-01-14,X-59,,Ukraine,Su-35,10,7,kpszsu/posts/pfbid033cViddnvVWtdJhK3rCTpRvdpGA6fADifW1s2NucPhySJeQ33jWg7aiv942zb2eUJl
2023-01-14,2023-01-14,X-22,Kursk and Sea of Azov,Ukraine,4 x Tu-22M3,4,0,kpszsu/posts/pfbid033cViddnvVWtdJhK3rCTpRvdpGA6fADifW1s2NucPhySJeQ33jWg7aiv942zb2eUJl
2023-01-14 15:30,2023-01-14 15:30,X-22,Kursk,Dnipro,1 x Tu-22M3,1,0,kpszsu/posts/pfbid033cViddnvVWtdJhK3rCTpRvdpGA6fADifW1s2NucPhySJeQ33jWg7aiv942zb2eUJl
2023-01-20 18:00,2023-01-20 18:00,Merlin-VR,,Dnipropetrovsk oblast,,1,1,kpszsu/posts/pfbid0yddJrRBXMSKfPD8pwbdFGryk81LpRuQB6NxyfHKj9XL4EyaYJAVqim3ohxuQs862l
2023-01-20 18:00,2023-01-20 18:00,Orlan-10,,south,,1,1,kpszsu/posts/pfbid0yddJrRBXMSKfPD8pwbdFGryk81LpRuQB6NxyfHKj9XL4EyaYJAVqim3ohxuQs862l
2023-01-23 10:00,2023-01-23 16:00,X-59,,east,,2,2,kpszsu/posts/pfbid02tfreFvv7ptPsRG6sQUysCPb4UETxp5mzETxhipxcp4xcn48fetVhBFiN2jSCHyF1l
2023-01-23 10:00,2023-01-23 16:00,Orlan-10,,east,,1,1,kpszsu/posts/pfbid02tfreFvv7ptPsRG6sQUysCPb4UETxp5mzETxhipxcp4xcn48fetVhBFiN2jSCHyF1l
2023-01-25 09:00,2023-01-25 12:00,Orlan-10,,east,,1,1,kpszsu/posts/pfbid02WyyV7bsxs82CXgrLk5p4SWt4eNnNbihRkmXMEbbUjfZHHBiXoDNgwvjxVMLZDiX5l
2023-01-26 04:00,2023-01-26 04:00,Shahed-136/131,eastern coast of the Sea of Azov,Ukraine,,24,24,kpszsu/posts/pfbid0LdKYbPNn6xX8k8pEWewDf1K8kpoBMBRUSjxeLPGYixgnffY55ZgEhCZsyHLevJ1yl
2023-01-26 10:45,2023-01-26 10:45,X-101/X-555,Caspian Sea,Ukraine,6 x Tu-95MS,40,40,kpszsu/posts/pfbid09Hsk7KsXKRxD6rkpvYWPsUuACkopnLaHGvXE37tnFd6WHHpXAGQcS4maVxy6nXVQl
2023-01-26 10:45,2023-01-26 10:45,X-59,,Ukraine,Su-35,4,0,kpszsu/posts/pfbid09Hsk7KsXKRxD6rkpvYWPsUuACkopnLaHGvXE37tnFd6WHHpXAGQcS4maVxy6nXVQl
2023-01-26 10:45,2023-01-26 10:45,Kalibr,Black Sea,Ukraine,Navi,9,7,kpszsu/posts/pfbid09Hsk7KsXKRxD6rkpvYWPsUuACkopnLaHGvXE37tnFd6WHHpXAGQcS4maVxy6nXVQl
2023-01-26 10:45,2023-01-26 10:45,X-47 Kinzhal,,Ukraine,MiG-31K,2,0,kpszsu/posts/pfbid09Hsk7KsXKRxD6rkpvYWPsUuACkopnLaHGvXE37tnFd6WHHpXAGQcS4maVxy6nXVQl
2023-02-09 15:00,2023-02-09 15:00,Orion,,Kherson oblast,,1,1,kpszsu/posts/pfbid0226h3TSc5qRyXJhtr4F1hpndwKvezFsHnSKS9pJfQHiuJjhuHHRhd2B671xdnAVawl
2023-02-09 21:50,2023-02-10 12:00,X-101/X-555,Caspian Sea and Volgodonsk,Ukraine,8 x Tu-95MS,43,38,CinCAFU/posts/pfbid02VC6dnzG4ivHMHfXpQUvBWvizavn643ddmBvf3T9CVEf7ZPEZCZaivYgo9g9VmDEyl
2023-02-09 21:50,2023-02-10 12:00,Kalibr,Black Sea,Ukraine,Navi,28,23,CinCAFU/posts/pfbid02VC6dnzG4ivHMHfXpQUvBWvizavn643ddmBvf3T9CVEf7ZPEZCZaivYgo9g9VmDEyl
2023-02-09 21:50,2023-02-10 12:00,C-300,Belgorod and Tokmak,Kharkiv oblast and Zaporizhzhia oblast,,35,0,CinCAFU/posts/pfbid02VC6dnzG4ivHMHfXpQUvBWvizavn643ddmBvf3T9CVEf7ZPEZCZaivYgo9g9VmDEyl
2023-02-09 21:50,2023-02-10 12:00,Shahed-136/131,eastern coast of the Sea of Azov,Ukraine,,7,5,CinCAFU/posts/pfbid02VC6dnzG4ivHMHfXpQUvBWvizavn643ddmBvf3T9CVEf7ZPEZCZaivYgo9g9VmDEyl
2023-02-10 18:00,2023-02-10 23:55,Shahed-136/131,eastern coast of the Sea of Azov,Ukraine,,20,20,kpszsu/posts/pfbid0KYrLkzPVQ1XWpphBWQQJKZdMga3PJTV7u3RyRVpr6knnNHVj9Pb88gmQTsdiYLoal
2023-02-11 18:40,2023-02-11 21:30,Orlan-10,eastern coast of the Sea of Azov,,,1,1,kpszsu/posts/pfbid0rzDv4jSfTUPfW4FrSqM45fdm8348LiLc9Cs5T4fcCwDE8XNMGvaQ8WL83DQ7PRzfl
2023-02-11 18:40,2023-02-11 21:30,Shahed-136/131,eastern coast of the Sea of Azov,,,4,4,kpszsu/posts/pfbid0rzDv4jSfTUPfW4FrSqM45fdm8348LiLc9Cs5T4fcCwDE8XNMGvaQ8WL83DQ7PRzfl
2023-02-15,2023-02-15,Unknown UAV,,,,1,1,kpszsu/posts/pfbid0b1FLpVFdTG7JS4DqoSMW5DsiDVY6R7JysuxVAc6BrArvRSfnJ5Y7x9wCGRoH8rVrl
2023-02-16 01:40,2023-02-16 03:45,X-101/X-555,Caspian Sea,Ukraine,2 x Tu-95MS,12,10,CinCAFU/posts/pfbid0242PuE8UQ8wDFAhKsPFLMiUwerhwf8SMJiahW2Vfc9Gzfi9akBowWAgrfBPdasy9yl
2023-02-16 01:40,2023-02-16 03:45,Kalibr,Black Sea,Ukraine,Navi,8,4,CinCAFU/posts/pfbid0242PuE8UQ8wDFAhKsPFLMiUwerhwf8SMJiahW2Vfc9Gzfi9akBowWAgrfBPdasy9yl
2023-02-16 01:40,2023-02-16 03:45,X-22,Kursk,Ukraine,6 x Tu-22M3,12,0,CinCAFU/posts/pfbid0242PuE8UQ8wDFAhKsPFLMiUwerhwf8SMJiahW2Vfc9Gzfi9akBowWAgrfBPdasy9yl
2023-02-16 01:40,2023-02-16 03:45,X-59 and X-31,Melitopol,Ukraine,2 x Su-35,2,2,CinCAFU/posts/pfbid0242PuE8UQ8wDFAhKsPFLMiUwerhwf8SMJiahW2Vfc9Gzfi9akBowWAgrfBPdasy9yl
2023-02-16 01:40,2023-02-16 03:45,P-800 Oniks,,Ukraine,,1,0,CinCAFU/posts/pfbid0242PuE8UQ8wDFAhKsPFLMiUwerhwf8SMJiahW2Vfc9Gzfi9akBowWAgrfBPdasy9yl
2023-02-18 10:00,2023-02-18 10:00,Kalibr,Black Sea,,Navi,4,2,kpszsu/posts/pfbid02sVAR3DYn3VpeN9pw7dHgvxR9uoj4eMGao9bJPpo8nSuMeQWWcSe68qS2htbWrLq7l
2023-02-27 04:00,2023-02-27 04:00,Shahed-136/131,north,,,14,11,kpszsu/posts/pfbid05kfkx3SoEaZ2WMSt227BnGXvNcdAD738EExsfwskU6L8V3itt1i4mtPBQFGwnSmAl
2023-03-01 00:30,2023-03-01 00:30,Shahed-136/131,,north,,4,4,kpszsu/posts/pfbid02DBB34W57bVnVvTqHTAdka5SSNeKFTy7aQwYuvUos4QPWm9KWQQSyBNdgDLNQDrHMl
2023-03-06,2023-03-06,Shahed-136/131,Bryansk oblast,north,,15,13,kpszsu/posts/pfbid0CmNF5YSQeAJz5hVdjcPbPqn67zncWD3qJSyi239nWsJuCFBddeBhcYdug8dezeLtl
2023-03-08 00:00,2023-03-08 00:00,Shahed-136/131,,north,,2,2,kpszsu/posts/pfbid0CmNF5YSQeAJz5hVdjcPbPqn67zncWD3qJSyi239nWsJuCFBddeBhcYdug8dezeLtl
2023-03-09,2023-03-09,X-101/X-555,,Ukraine,10 x Tu-95MS,28,20,GeneralStaff.ua/posts/pfbid02ZkH2oExtT4GJQYc2RAx4AEuLKpD2AVXxJDZAaCHChbv6139FjpQHaxa9sgztDLCRl
2023-03-09,2023-03-09,Kalibr,Black Sea,Ukraine,3 x Navi,20,14,GeneralStaff.ua/posts/pfbid02ZkH2oExtT4GJQYc2RAx4AEuLKpD2AVXxJDZAaCHChbv6139FjpQHaxa9sgztDLCRl
2023-03-09,2023-03-09,X-22,,Ukraine,7 x Tu-22M3,6,0,GeneralStaff.ua/posts/pfbid02ZkH2oExtT4GJQYc2RAx4AEuLKpD2AVXxJDZAaCHChbv6139FjpQHaxa9sgztDLCRl
2023-03-09,2023-03-09,X-47 Kinzhal,,Ukraine,6 x MiG-31K,6,0,GeneralStaff.ua/posts/pfbid02ZkH2oExtT4GJQYc2RAx4AEuLKpD2AVXxJDZAaCHChbv6139FjpQHaxa9sgztDLCRl
2023-03-09,2023-03-09,X-31P,,Ukraine,Su-35,2,0,GeneralStaff.ua/posts/pfbid02ZkH2oExtT4GJQYc2RAx4AEuLKpD2AVXxJDZAaCHChbv6139FjpQHaxa9sgztDLCRl
2023-03-09,2023-03-09,X-59,,Ukraine,Su-35,6,0,GeneralStaff.ua/posts/pfbid02ZkH2oExtT4GJQYc2RAx4AEuLKpD2AVXxJDZAaCHChbv6139FjpQHaxa9sgztDLCRl
2023-03-09,2023-03-09,C-300,,Ukraine,,13,0,GeneralStaff.ua/posts/pfbid02ZkH2oExtT4GJQYc2RAx4AEuLKpD2AVXxJDZAaCHChbv6139FjpQHaxa9sgztDLCRl
2023-03-09,2023-03-09,Shahed-136/131,,,,8,4,GeneralStaff.ua/posts/pfbid02ZkH2oExtT4GJQYc2RAx4AEuLKpD2AVXxJDZAaCHChbv6139FjpQHaxa9sgztDLCRl
2023-03-14 10:00,2023-03-14 10:00,X-31P,Black Sea,Odesa oblast,Su-35,4,0,kpszsu/posts/pfbid02nbyqzTt4wSEjCqSiXAQNvUqDTYssRy4uzsU9g1AhMVEecVYHBd35ZYCUi7CcDbiyl
2023-03-17 21:00,2023-03-18 01:30,Shahed-136/131,Bryansk oblast and eastern coast of the Sea of Azov,,,16,11,kpszsu/posts/pfbid0gA9z7xKgZfqjtDQiB29KDkVYW13GVCiWm2593mMpp75wUu7J81hAbZuR2859pbSXl
2023-03-21 19:40,2023-03-21 19:40,X-59,Black Sea,Odesa oblast,Su-35,2,2,kpszsu/posts/pfbid028Yqv5K3kkb5cW1qedcJxsjSPvEWWcJs6F4GBFARQ6yfSjSTQELpJTTJie6fMirFWl
2023-03-21 23:30,2023-03-22 04:00,Shahed-136/131,Bryansk oblast,,,21,16,kpszsu/posts/pfbid024iAXyJnPeP1hdqUGHEHiwYjCe6KQaDDagdwNW3uum9shiy8kZYQdthvjrNDrardel
2023-03-23 21:30,2023-03-23 21:30,X-59,Black Sea,Odesa oblast,Su-35,2,2,kpszsu/posts/pfbid0USygTZdH2uCcQmH41N6mKxupQw6rVAdacJDuYXtkAKzvWVMhhKEbBJc3L2hptJg8l
2023-03-27 21:40,2023-03-27 23:50,KAB,Morozovsk,Kherson oblast,Su-35,2,0,kpszsu/posts/pfbid02Nxjn4XnkVbatmymR38DzJiCU2BKBegRrj3TiyCYB1aQj2pio6dcXiPx6yTqTJ2n4l
2023-03-27 21:40,2023-03-27 23:50,Granat-4,,,,1,1,kpszsu/posts/pfbid02Nxjn4XnkVbatmymR38DzJiCU2BKBegRrj3TiyCYB1aQj2pio6dcXiPx6yTqTJ2n4l
2023-03-27 21:40,2023-03-27 23:50,Shahed-136/131,north and south-east,,,13,12,kpszsu/posts/pfbid02Nxjn4XnkVbatmymR38DzJiCU2BKBegRrj3TiyCYB1aQj2pio6dcXiPx6yTqTJ2n4l
