time_start,time_end,model,launch_place,target,carrier,launched,destroyed,source
2023-06-01 02:30,2023-06-01 06:00,Iskander-M,Bryansk oblast,Kyiv oblast,,7,7,kpszsu/posts/pfbid01CxRw4Y7zWNeaTzohtZgC1CQBuRtYdZkpGQr4ya4uT2ESRnypVJL9j6exqqyUzA6l
2023-06-01 02:30,2023-06-01 06:00,Iskander-K,Bryansk oblast,Kyiv oblast,,3,3,kpszsu/posts/pfbid01CxRw4Y7zWNeaTzohtZgC1CQBuRtYdZkpGQr4ya4uT2ESRnypVJL9j6exqqyUzA6l
2023-06-01,2023-06-01 23:00,Shahed-136/131,,Kyiv oblast (south),,21,21,kpszsu/posts/pfbid0bX6JnH59foQok3EqsY67BXCYhfVaT3DcGrsHbi84D5gaUNGoiGJVpNHD1yTCQgxTl
2023-06-02 02:00,2023-06-02 04:30,X-101/X-555,Caspian Sea,Kyiv oblast (south),Tu-95MS,15,15,kpszsu/posts/pfbid0bX6JnH59foQok3EqsY67BXCYhfVaT3DcGrsHbi84D5gaUNGoiGJVpNHD1yTCQgxTl
2023-06-04 01:00,2023-06-04 04:00,X-101/X-555,Caspian Sea,Ukraine,6 x Tu-95MS,6,4,kpszsu/posts/pfbid0TbY8FA4pcJjd6rpfP3yHbyFuKJFe1sVWrY4ut3aikesrx7A46BoFpvcNw4Xi5Y9Ml
2023-06-04 01:00,2023-06-04 04:00,Shahed-136/131,Bryansk oblast,Ukraine,,5,3,kpszsu/posts/pfbid0TbY8FA4pcJjd6rpfP3yHbyFuKJFe1sVWrY4ut3aikesrx7A46BoFpvcNw4Xi5Y9Ml
2023-06-06 00:30,2023-06-06 04:00,X-101/X-555,Caspian Sea,Ukraine,6 x Tu-95MS,35,35,kpszsu/posts/pfbid02T3ydkmtPv8qhUaKnnffC997phR5yaZy5a2uD2Htn3QehbqyeBbYkJjCHMyCb4KMBl
2023-06-07,2023-06-07,Orlan-10,,south,,1,1,PvKPivden/posts/pfbid08596Z74KPBCNDdH8KZH5UCWtZHNVEmd8rF9qGwQUNuE63gPiFMWjayhwTweBpAc2l
2023-06-07,2023-06-07,Lancet,,south,,1,1,PvKPivden/posts/pfbid08596Z74KPBCNDdH8KZH5UCWtZHNVEmd8rF9qGwQUNuE63gPiFMWjayhwTweBpAc2l
2023-06-08 20:00,2023-06-08 20:00,Kalibr,Black Sea,Cherkasy oblast,,2,0,kpszsu/posts/pfbid0aqTDjprsEAgaWkFX7iNdaPBDGxms7B1k9QjufHezEh9Thi8QSBfGhNporFPS35G9l
2023-06-08 22:00,2023-06-09 04:00,X-101/X-555,Caspian Sea,Ukraine,4 x Tu-95MS,6,4,kpszsu/posts/pfbid0aqTDjprsEAgaWkFX7iNdaPBDGxms7B1k9QjufHezEh9Thi8QSBfGhNporFPS35G9l
2023-06-08 22:00,2023-06-09 04:00,Shahed-136/131 and Lancet,south,Ukraine,,16,10,kpszsu/posts/pfbid0aqTDjprsEAgaWkFX7iNdaPBDGxms7B1k9QjufHezEh9Thi8QSBfGhNporFPS35G9l
2023-06-08 22:00,2023-06-09 04:00,Orlan-10 and Supercam,south,Ukraine,,4,4,kpszsu/posts/pfbid0aqTDjprsEAgaWkFX7iNdaPBDGxms7B1k9QjufHezEh9Thi8QSBfGhNporFPS35G9l
2023-06-09,2023-06-09,Orlan-10 and ZALA and Supercam,,Ukraine,,12,12,kpszsu/posts/pfbid02sBccedrDaapnwNF7wVpfnWVKAijBLvoVcWSrdSudGVJgMFkhWJjeWRQWGjJU11E1l
2023-06-09 23:00,2023-06-10 05:00,Unknown Missile,,Ukraine,,8,2,kpszsu/posts/pfbid02sBccedrDaapnwNF7wVpfnWVKAijBLvoVcWSrdSudGVJgMFkhWJjeWRQWGjJU11E1l
2023-06-09 23:00,2023-06-10 05:00,Shahed-136/131,,Ukraine,,35,20,kpszsu/posts/pfbid02sBccedrDaapnwNF7wVpfnWVKAijBLvoVcWSrdSudGVJgMFkhWJjeWRQWGjJU11E1l
2023-06-11,2023-06-11 09:00,Shahed-136/131,,Kharkiv oblast and Sumy oblast,,6,6,kpszsu/posts/pfbid0iPVh3CP6bbZyMDZkGtfbkhBUtaJ1hTYXwP4heWPPBd4PqwyxzfULoSdNRPZgQn3ul
2023-06-13,2023-06-13 08:00,X-101/X-555,Caspian Sea,Ukraine,8 x Tu-95MS,14,10,kpszsu/posts/pfbid0DgotRp5GBCXAdd7LrjAN8z5ceZncvRfUUmM4f9jx8VtS6H439JYsqktHZTH7bu8rl
2023-06-13,2023-06-13 08:00,Shahed-136/131,south,Ukraine,,4,1,kpszsu/posts/pfbid0DgotRp5GBCXAdd7LrjAN8z5ceZncvRfUUmM4f9jx8VtS6H439JYsqktHZTH7bu8rl
2023-06-14,2023-06-14 08:00,Kalibr,Black Sea,Odesa oblast,Navi,4,3,kpszsu/posts/pfbid02zYdUtwypDrU3Zr8AJqS5WVK11iufnyLfd8jMzf1mhQXkgrPrhfZsPAgMjkgL1Rvbl
2023-06-14,2023-06-14 08:00,Shahed-136/131,eastern coast of the Sea of Azov,south-east,,10,9,kpszsu/posts/pfbid02zYdUtwypDrU3Zr8AJqS5WVK11iufnyLfd8jMzf1mhQXkgrPrhfZsPAgMjkgL1Rvbl
2023-06-14,2023-06-14 08:00,X-22,Rostov oblast,Donetsk oblast,4 x Tu-22M3,6,0,kpszsu/posts/pfbid02zYdUtwypDrU3Zr8AJqS5WVK11iufnyLfd8jMzf1mhQXkgrPrhfZsPAgMjkgL1Rvbl
2023-06-15 00:20,2023-06-15 04:30,X-101/X-555,Caspian Sea,Dnipropetrovsk oblast,4 x Tu-95MS,4,1,kpszsu/posts/pfbid02bG2bkZB15BfBzEGTz6HstJ88sPxussZaX7VsYwGg8iebMrXitcD4e2qmsxvuZqcCl
2023-06-15 00:20,2023-06-15 04:30,Shahed-136/131,,Ukraine,,20,20,kpszsu/posts/pfbid02bG2bkZB15BfBzEGTz6HstJ88sPxussZaX7VsYwGg8iebMrXitcD4e2qmsxvuZqcCl
2023-06-15,2023-06-15,Orlan-10,,east,,2,2,kpszsu/posts/pfbid034G6qAp59trPecbQtCVcJQnPaoJvoCxftQ47Qmgy25ZEk6NsK4GHQziUPG6Vz8VKHl
2023-06-15,2023-06-15,Orlan-30,,east,,1,1,kpszsu/posts/pfbid034G6qAp59trPecbQtCVcJQnPaoJvoCxftQ47Qmgy25ZEk6NsK4GHQziUPG6Vz8VKHl
2023-06-15,2023-06-15,Lancet,,east,,1,1,kpszsu/posts/pfbid034G6qAp59trPecbQtCVcJQnPaoJvoCxftQ47Qmgy25ZEk6NsK4GHQziUPG6Vz8VKHl
2023-06-15,2023-06-15,ZALA,,east,,1,1,kpszsu/posts/pfbid034G6qAp59trPecbQtCVcJQnPaoJvoCxftQ47Qmgy25ZEk6NsK4GHQziUPG6Vz8VKHl
2023-06-15,2023-06-15,Reconnaissance UAV,,east,,1,1,kpszsu/posts/pfbid034G6qAp59trPecbQtCVcJQnPaoJvoCxftQ47Qmgy25ZEk6NsK4GHQziUPG6Vz8VKHl
2023-06-16,2023-06-16 07:00,Shahed-136/131,,Mykolaiv oblast,,2,2,kpszsu/posts/pfbid034G6qAp59trPecbQtCVcJQnPaoJvoCxftQ47Qmgy25ZEk6NsK4GHQziUPG6Vz8VKHl
2023-06-16 11:00,2023-06-16 11:00,Kalibr,,Kyiv oblast,,6,6,kpszsu/posts/pfbid0KTRrn2DpYFgk8U9eyqnc58DpvD6SZoeGYsizALcXTCHCHpGXXJqhcZkGMQQXJps9l
2023-06-16 11:00,2023-06-16 11:00,X-47 Kinzhal,,Kyiv oblast,,6,6,kpszsu/posts/pfbid0KTRrn2DpYFgk8U9eyqnc58DpvD6SZoeGYsizALcXTCHCHpGXXJqhcZkGMQQXJps9l
2023-06-16,2023-06-16,Reconnaissance UAV,,Kyiv oblast,,2,2,kpszsu/posts/pfbid0KTRrn2DpYFgk8U9eyqnc58DpvD6SZoeGYsizALcXTCHCHpGXXJqhcZkGMQQXJps9l
2023-06-17,2023-06-17,Shahed-136/131,,Ukraine,,4,4,kpszsu/posts/pfbid0m5tVZmZNRHDen5gMmvfdBRxJKVjuZKgpH3zWFe3zao5wLi24KbchhzMm7njjW1RUl
2023-06-17,2023-06-17,Lancet,,Ukraine,,1,1,kpszsu/posts/pfbid0m5tVZmZNRHDen5gMmvfdBRxJKVjuZKgpH3zWFe3zao5wLi24KbchhzMm7njjW1RUl
2023-06-17,2023-06-17,Orlan-10 and Orlan-30 and ZALA and Supercam,,Ukraine,,7,7,kpszsu/posts/pfbid0m5tVZmZNRHDen5gMmvfdBRxJKVjuZKgpH3zWFe3zao5wLi24KbchhzMm7njjW1RUl
2023-06-19,2023-06-19 07:00,Shahed-136/131,eastern coast of the Sea of Azov,Ukraine,,4,4,kpszsu/posts/pfbid02pG26RMu8mhRaPCMkGkHRevXi5BnPf73QnwgytoCrvtJzK72SduCEF5C9krTzt58pl
2023-06-19,2023-06-19 07:00,Kalibr,Black Sea,Ukraine,Navi,4,4,kpszsu/posts/pfbid02pG26RMu8mhRaPCMkGkHRevXi5BnPf73QnwgytoCrvtJzK72SduCEF5C9krTzt58pl
2023-06-20,2023-06-20 07:00,Shahed-136/131,Bryansk oblast and eastern coast of the Sea of Azov,Ukraine,,35,32,kpszsu/posts/pfbid02NHTzdZL9uvUfJnsmcEhcdnWVZ9xYQaWeMDX87s7pJ84bJNfqZ9nYV7Dxzf6czNYMl
2023-06-20,2023-06-20 07:00,Reconnaissance UAV,,Ukraine,,4,4,kpszsu/posts/pfbid0NjTbD1rgJMjhD4NJySsxdd5UrLhngABhNS94szUGZWnred7APyukfyEw8s5nm4Kul
2023-06-20,2023-06-20 07:00,Shahed-136/131,north,Khmelnytskyi oblast,,6,6,kpszsu/posts/pfbid0NjTbD1rgJMjhD4NJySsxdd5UrLhngABhNS94szUGZWnred7APyukfyEw8s5nm4Kul
2023-06-22,2023-06-22 07:00,Shahed-136/131,,Ukraine,,4,3,kpszsu/posts/pfbid02c2NXXBzWPSBPCD9139oMqSuBSG717LmV6n2iMWgoJHKhLo2t4GcqUovUp7VCdLE2l
2023-06-22,2023-06-22 07:00,X-22,Sea of Azov,Dnipropetrovsk oblast,Tu-22M3,3,0,kpszsu/posts/pfbid02c2NXXBzWPSBPCD9139oMqSuBSG717LmV6n2iMWgoJHKhLo2t4GcqUovUp7VCdLE2l
2023-06-22,2023-06-22 07:00,X-47 Kinzhal,,Dnipropetrovsk oblast,MiG-31K,3,0,kpszsu/posts/pfbid02c2NXXBzWPSBPCD9139oMqSuBSG717LmV6n2iMWgoJHKhLo2t4GcqUovUp7VCdLE2l
2023-06-23,2023-06-23 06:00,X-101/X-555,Caspian Sea,Khmelnytskyi oblast,4 x Tu-95MS,13,13,kpszsu/posts/pfbid021CRSbt476ysc8Pjw5n8c4B77wzWqBxsUWHyhzDrgUQSna2ah6LDby5NJcrh7ZfUkl
2023-06-23,2023-06-23,Reconnaissance UAV,,Ukraine,,1,1,kpszsu/posts/pfbid021CRSbt476ysc8Pjw5n8c4B77wzWqBxsUWHyhzDrgUQSna2ah6LDby5NJcrh7ZfUkl
2023-06-24,2023-06-24 07:00,X-101/X-555,Caspian Sea,Ukraine,10 x Tu-95MS,40,40,kpszsu/posts/pfbid02o9ux9dWXfEnGQFAP9Gpit161WRhpSfnZzLRySZbLoXTiQT2Hz1E7zanU5nwYwXJJl
2023-06-24,2023-06-24 07:00,X-22,,Dnipropetrovsk oblast,8 x Tu-22M3,9,0,kpszsu/posts/pfbid02o9ux9dWXfEnGQFAP9Gpit161WRhpSfnZzLRySZbLoXTiQT2Hz1E7zanU5nwYwXJJl
2023-06-24,2023-06-24 07:00,Kalibr,Black Sea,Ukraine,Navi,2,1,kpszsu/posts/pfbid02o9ux9dWXfEnGQFAP9Gpit161WRhpSfnZzLRySZbLoXTiQT2Hz1E7zanU5nwYwXJJl
2023-06-24,2023-06-24 07:00,Shahed-136/131,south,Ukraine,,2,2,kpszsu/posts/pfbid02o9ux9dWXfEnGQFAP9Gpit161WRhpSfnZzLRySZbLoXTiQT2Hz1E7zanU5nwYwXJJl
2023-06-26,2023-06-26 07:00,Kalibr,Black Sea,Ukraine,Submarines,3,2,kpszsu/posts/pfbid0agwkKfLrxvKibzsoY6Fp6NkdHtNtEVHSe1Yz1k2ZYjHRtL4TSxQYojoaqbzrPwTXl
2023-06-26,2023-06-26 07:00,Shahed-136/131,eastern coast of the Sea of Azov,Ukraine,,8,7,kpszsu/posts/pfbid02o9ux9dWXfEnGQFAP9Gpit161WRhpSfnZzLRySZbLoXTiQT2Hz1E7zanU5nwYwXJJl
2023-06-26,2023-06-26 07:00,Unknown UAV,north,Ukraine,,4,4,kpszsu/posts/pfbid02o9ux9dWXfEnGQFAP9Gpit161WRhpSfnZzLRySZbLoXTiQT2Hz1E7zanU5nwYwXJJl
2023-06-28,2023-06-28 07:00,Shahed-136/131,,south-east,,6,6,kpszsu/posts/pfbid02UqC5pQk33y3i5YnnDeQWSt6uKQx5ZDtyBLAZ1U6SsWZVhqky3uB1JBcBt8oE3DE4l
2023-06-30,2023-06-30 07:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,,13,10,kpszsu/posts/pfbid0cHEFy6Hvdmhf5zj3Y7ogZYbuD79MLjgy1A1cebvB9jydqhhrTr96Jq6No9aNRJF9l
2023-06-30,2023-06-30 07:00,C-300,,Zaporizhzhia oblast,,4,0,kpszsu/posts/pfbid0cHEFy6Hvdmhf5zj3Y7ogZYbuD79MLjgy1A1cebvB9jydqhhrTr96Jq6No9aNRJF9l
2023-07-02,2023-07-02 07:00,Kalibr,Black Sea,Ukraine,Navi,3,3,kpszsu/posts/pfbid02tiXLSC7anCv99pCVtSqh8yp3HABvWgXtRxw1KxGRqPPDNBVufEWNGJH9ozELg5A3l
2023-07-02,2023-07-02 07:00,Shahed-136/131,south-east,Ukraine,,8,8,kpszsu/posts/pfbid02tiXLSC7anCv99pCVtSqh8yp3HABvWgXtRxw1KxGRqPPDNBVufEWNGJH9ozELg5A3l
2023-07-03,2023-07-03 07:00,Shahed-136/131,south-east,Ukraine,,17,13,kpszsu/posts/pfbid027n7tmg1Lhvepex7NuhtySbfCq7Dsr9XmqfnUwgVErw2PVABBefM3bRueFyKevQ1bl
2023-07-05,2023-07-05,Lancet,,Mykolaiv oblast,,4,4,PvKPivden/posts/pfbid0u8LVhwwcza2aY56jSUrDFyBXrzw3hnGjZYNAzt5KamT6x74mjZUXcgBtgPgG8St3l
2023-07-05,2023-07-05,Merlin-VR,,Mykolaiv oblast,,2,2,PvKPivden/posts/pfbid0u8LVhwwcza2aY56jSUrDFyBXrzw3hnGjZYNAzt5KamT6x74mjZUXcgBtgPgG8St3l
2023-07-05,2023-07-05,ZALA,,Mykolaiv oblast,,1,1,PvKPivden/posts/pfbid0u8LVhwwcza2aY56jSUrDFyBXrzw3hnGjZYNAzt5KamT6x74mjZUXcgBtgPgG8St3l
2023-07-05,2023-07-05,Orlan-10,,Mykolaiv oblast,,1,1,PvKPivden/posts/pfbid0u8LVhwwcza2aY56jSUrDFyBXrzw3hnGjZYNAzt5KamT6x74mjZUXcgBtgPgG8St3l
2023-07-06 01:00,2023-07-06 03:00,Kalibr,Black Sea,Lviv oblast,Navi and Submarines,10,7,kpszsu/posts/pfbid02tqjccggcc9VDG1tYeXvwyG7nHbdKyQPh7c44dHP15Yq5KSRPWQYd1oz4nvmKSCucl
2023-07-07,2023-07-07 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,,18,12,kpszsu/posts/pfbid02vRUMcAJQHD5rdVfNepoNHFHT9TzsNCd6bpvrcetPnqxs8oN1zP6KjDB4weHjFUxql
2023-07-08,2023-07-08 07:00,Shahed-136/131,Primorsko-Akhtarsk,Dnipropetrovsk oblast and Kirovohrad oblast,,5,5,kpszsu/posts/pfbid02H645vRmzj22RUcWfDnkn1jDwUhtcN8Dd4JtFFaK8SeGJnjLjNKEPYHuTp1PR6iUvl
2023-07-10,2023-07-10,Lancet,,Ukraine,,3,3,kpszsu/posts/pfbid02gA6dnTM8U5PZEYbGCyHkUVy6nyJhReNg12XyRi8aLBSJJQDgdn2Qck3q8hR4yoM5l
2023-07-10,2023-07-10,Reconnaissance UAV,,Ukraine,,4,4,kpszsu/posts/pfbid02gA6dnTM8U5PZEYbGCyHkUVy6nyJhReNg12XyRi8aLBSJJQDgdn2Qck3q8hR4yoM5l
2023-07-11,2023-07-11 07:00,ZALA,Primorsko-Akhtarsk,Ukraine,,1,1,kpszsu/posts/pfbid02gA6dnTM8U5PZEYbGCyHkUVy6nyJhReNg12XyRi8aLBSJJQDgdn2Qck3q8hR4yoM5l
2023-07-11,2023-07-11 07:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,,28,26,kpszsu/posts/pfbid02gA6dnTM8U5PZEYbGCyHkUVy6nyJhReNg12XyRi8aLBSJJQDgdn2Qck3q8hR4yoM5l
2023-07-12,2023-07-12 07:00,Shahed-136/131,Kursk,Ukraine,,15,11,kpszsu/posts/pfbid02zeKgAFLRCdj9XjF6gBNumUW4zEtMJ6JwwxdG2ry5arydETnYvsY4zEzHyZBA92Gxl
2023-07-13,2023-07-13 07:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk,Kyiv oblast,,20,20,kpszsu/posts/pfbid0p93LQ2D36hdFu6mzFj4wBtVYDfjCjzVXrw9A27cw4BitYtEqz9DsTY2fEudBMHvWl
2023-07-13,2023-07-13 07:00,Kalibr,Black Sea,Ukraine,Navi,2,2,kpszsu/posts/pfbid0p93LQ2D36hdFu6mzFj4wBtVYDfjCjzVXrw9A27cw4BitYtEqz9DsTY2fEudBMHvWl
2023-07-13,2023-07-13 07:00,Iskander-M,Dzhankoi,Ukraine,,1,0,kpszsu/posts/pfbid0p93LQ2D36hdFu6mzFj4wBtVYDfjCjzVXrw9A27cw4BitYtEqz9DsTY2fEudBMHvWl
2023-07-13,2023-07-13,Reconnaissance UAV,,Ukraine,,6,6,kpszsu/posts/pfbid02PA3NBWQRaSG9KYfocoYaPyYfeAyqstEVc9hBi4auEtnqQQBpzCY26fhJH2EHCjG4l
2023-07-13 22:00,2023-07-14 04:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,,17,16,kpszsu/posts/pfbid02PA3NBWQRaSG9KYfocoYaPyYfeAyqstEVc9hBi4auEtnqQQBpzCY26fhJH2EHCjG4l
2023-07-13 22:00,2023-07-14 04:00,Reconnaissance UAV,,Ukraine,,1,1,kpszsu/posts/pfbid02PA3NBWQRaSG9KYfocoYaPyYfeAyqstEVc9hBi4auEtnqQQBpzCY26fhJH2EHCjG4l
2023-07-14,2023-07-14,Orlan-10 and ZALA,,Ukraine,,3,3,kpszsu/posts/pfbid02k6MBayJW81ynMrR82UYbAxKe6hVNJUMWCxAH2i5w9oKakLrv67JTNt1gLUu9tTRul
2023-07-14,2023-07-14,Lancet,,Ukraine,,3,3,kpszsu/posts/pfbid02k6MBayJW81ynMrR82UYbAxKe6hVNJUMWCxAH2i5w9oKakLrv67JTNt1gLUu9tTRul
2023-07-15,2023-07-15 08:00,Shahed-136/131,south,Ukraine,,6,4,kpszsu/posts/pfbid02k6MBayJW81ynMrR82UYbAxKe6hVNJUMWCxAH2i5w9oKakLrv67JTNt1gLUu9tTRul
2023-07-17,2023-07-17,Shahed-136/131,,Ukraine,,3,3,kpszsu/posts/pfbid02aR7u6QH6b5KXs1QhM4R1fYUK33tu6zf9C3vEhmt8x8XnHnBiL8DJFYZwnawpY6WUl
2023-07-17,2023-07-17,Lancet,,Ukraine,,1,1,kpszsu/posts/pfbid02aR7u6QH6b5KXs1QhM4R1fYUK33tu6zf9C3vEhmt8x8XnHnBiL8DJFYZwnawpY6WUl
2023-07-17,2023-07-17,Reconnaissance UAV,,Ukraine,,9,9,kpszsu/posts/pfbid02aR7u6QH6b5KXs1QhM4R1fYUK33tu6zf9C3vEhmt8x8XnHnBiL8DJFYZwnawpY6WUl
2023-07-18,2023-07-18 07:00,Shahed-136/131,"Chauda, Crimea",Ukraine,,36,31,kpszsu/posts/pfbid02aR7u6QH6b5KXs1QhM4R1fYUK33tu6zf9C3vEhmt8x8XnHnBiL8DJFYZwnawpY6WUl
2023-07-18,2023-07-18 07:00,Reconnaissance UAV,,Ukraine,,1,1,kpszsu/posts/pfbid02aR7u6QH6b5KXs1QhM4R1fYUK33tu6zf9C3vEhmt8x8XnHnBiL8DJFYZwnawpY6WUl
2023-07-18,2023-07-18 07:00,Kalibr,Black Sea,Ukraine,Admiral Essen,6,6,kpszsu/posts/pfbid02aR7u6QH6b5KXs1QhM4R1fYUK33tu6zf9C3vEhmt8x8XnHnBiL8DJFYZwnawpY6WUl
2023-07-19,2023-07-19 08:00,Shahed-136/131,"Chauda, Crimea and Primorsko-Akhtarsk",Ukraine,,32,23,kpszsu/posts/pfbid0G2MgCSCuPJfjyQRnMP1fATuMZhY3jfNqxNAdSqSJ5V891Bu9gHzbxMzGqWFsRkM1l
2023-07-19,2023-07-19 08:00,X-59,Black Sea,Ukraine,Su-35,1,1,kpszsu/posts/pfbid0G2MgCSCuPJfjyQRnMP1fATuMZhY3jfNqxNAdSqSJ5V891Bu9gHzbxMzGqWFsRkM1l
2023-07-19,2023-07-19 08:00,Kalibr,Black Sea,Ukraine,Admiral Essen and Ingushetiya,16,13,kpszsu/posts/pfbid02aR7u6QH6b5KXs1QhM4R1fYUK33tu6zf9C3vEhmt8x8XnHnBiL8DJFYZwnawpY6WUl
2023-07-19,2023-07-19 08:00,X-22,Black Sea,Odesa oblast,Tu-22M3,8,0,kpszsu/posts/pfbid02aR7u6QH6b5KXs1QhM4R1fYUK33tu6zf9C3vEhmt8x8XnHnBiL8DJFYZwnawpY6WUl
2023-07-19,2023-07-19 08:00,P-800 Oniks,Crimea,Odesa oblast,K-300P Bastion-P,6,0,kpszsu/posts/pfbid02aR7u6QH6b5KXs1QhM4R1fYUK33tu6zf9C3vEhmt8x8XnHnBiL8DJFYZwnawpY6WUl
2023-07-20,2023-07-20 08:00,Shahed-136/131,"Chauda, Crimea and Kursk",Ukraine,,19,13,kpszsu/posts/pfbid0DpoNWxKEtNgFxJME4sBfrafFqvwkU1JVGP5VdfJyRQi2FKjT9zMhjQLXEdzGAjCfl
2023-07-20,2023-07-20 08:00,Kalibr,Black Sea,Odesa oblast and Mykolaiv oblast,Submarines,3,2,kpszsu/posts/pfbid0DpoNWxKEtNgFxJME4sBfrafFqvwkU1JVGP5VdfJyRQi2FKjT9zMhjQLXEdzGAjCfl
2023-07-20,2023-07-20 08:00,Iskander-K,Crimea,Odesa oblast and Mykolaiv oblast,,5,3,kpszsu/posts/pfbid0DpoNWxKEtNgFxJME4sBfrafFqvwkU1JVGP5VdfJyRQi2FKjT9zMhjQLXEdzGAjCfl
2023-07-20,2023-07-20 08:00,P-800 Oniks,Crimea,Odesa oblast and Mykolaiv oblast,K-300P Bastion-P,7,0,kpszsu/posts/pfbid02aR7u6QH6b5KXs1QhM4R1fYUK33tu6zf9C3vEhmt8x8XnHnBiL8DJFYZwnawpY6WUl
2023-07-20,2023-07-20 08:00,X-22,Black Sea,Odesa oblast and Mykolaiv oblast,8 x Tu-22M3,4,0,kpszsu/posts/pfbid02aR7u6QH6b5KXs1QhM4R1fYUK33tu6zf9C3vEhmt8x8XnHnBiL8DJFYZwnawpY6WUl
2023-07-21,2023-07-21,Reconnaissance UAV,,Ukraine,,9,9,kpszsu/posts/pfbid037FsfE5HDYsLDZXge2hjFNZ2xVA95ezcfZcuBN2oz2WULAqm99cp7V1G2KZ2JN431l
2023-07-22,2023-07-22 08:00,Shahed-136/131,south-east,Ukraine,,5,5,kpszsu/posts/pfbid037FsfE5HDYsLDZXge2hjFNZ2xVA95ezcfZcuBN2oz2WULAqm99cp7V1G2KZ2JN431l
2023-07-23,2023-07-23 08:00,P-800 Oniks,Crimea,Odesa oblast,K-300P Bastion-P,5,0,kpszsu/posts/pfbid0a9WKS466JLBCvD1RT16KbQJyh7Xmj6N2D6b7zXtt5cNBr6Aap8iPhX18akZ8dAT2l
2023-07-23,2023-07-23 08:00,X-22,Black Sea,Odesa oblast,Tu-22M3,3,0,kpszsu/posts/pfbid0a9WKS466JLBCvD1RT16KbQJyh7Xmj6N2D6b7zXtt5cNBr6Aap8iPhX18akZ8dAT2l
2023-07-23,2023-07-23 08:00,Kalibr,Black Sea,Odesa oblast,Submarines,4,4,kpszsu/posts/pfbid0a9WKS466JLBCvD1RT16KbQJyh7Xmj6N2D6b7zXtt5cNBr6Aap8iPhX18akZ8dAT2l
2023-07-23,2023-07-23 08:00,Iskander-K,Crimea,Odesa oblast,,5,5,kpszsu/posts/pfbid0a9WKS466JLBCvD1RT16KbQJyh7Xmj6N2D6b7zXtt5cNBr6Aap8iPhX18akZ8dAT2l
2023-07-23,2023-07-23 08:00,Iskander-M,Crimea,Odesa oblast,,2,2,kpszsu/posts/pfbid0a9WKS466JLBCvD1RT16KbQJyh7Xmj6N2D6b7zXtt5cNBr6Aap8iPhX18akZ8dAT2l
